code,nav,navDate
VCBFBCF,9976.63,2014-11-05
DCDS,22801.45,2014-11-06
DCDS,22946.33,2014-11-07
VCBFBCF,9973.68,2014-11-07
DCDS,22910.12,2014-11-10
DCDS,23019.46,2014-11-11
DCDS,22989.52,2014-11-12
VCBFBCF,10011.01,2014-11-12
DCDS,22966.61,2014-11-13
DCDS,22792.81,2014-11-14
VCBFBCF,10003.63,2014-11-14
DCDS,22762.12,2014-11-17
DCDS,22545.92,2014-11-18
DCDS,22293.39,2014-11-19
VCBFBCF,9977.49,2014-11-19
DCDS,22477.25,2014-11-20
DCDS,22241.87,2014-11-21
VCBFBCF,9915.17,2014-11-21
DCDS,22042.61,2014-11-24
DCDS,22180.64,2014-11-25
DCDS,22025.81,2014-11-26
VCBFBCF,9878.35,2014-11-26
DCDS,21999.77,2014-11-27
DCDS,21610.52,2014-11-28
VCBFBCF,9799.24,2014-11-28
DCDS,21609.05,2014-11-30
VCBFBCF,9765.21,2014-11-30
DCDS,21602.06,2014-12-01
DCDS,21723.84,2014-12-02
DCDS,21927.24,2014-12-03
VCBFBCF,9783.56,2014-12-03
DCDS,21932.4,2014-12-04
DCDS,21907.28,2014-12-05
VCBFBCF,9910.15,2014-12-05
DCDS,21538.18,2014-12-08
DCDS,20815.19,2014-12-09
DCDS,21111.88,2014-12-10
VCBFBCF,9614.5,2014-12-10
DCDS,20890.82,2014-12-11
DCDS,20980.72,2014-12-12
VCBFBCF,9672.61,2014-12-12
DCDS,20844.67,2014-12-15
DCDS,20342.2,2014-12-16
DCDS,19727.5,2014-12-17
VCBFBCF,9535.25,2014-12-17
DCDS,20134.64,2014-12-18
DCDS,19942.94,2014-12-19
VCBFBCF,9447.39,2014-12-19
DCDS,20387.28,2014-12-22
DCDS,20375.15,2014-12-23
DCDS,20467.87,2014-12-24
VCBFBCF,9542.77,2014-12-24
DCDS,20250.85,2014-12-25
DCDS,20149.13,2014-12-26
VCBFBCF,9537.59,2014-12-26
DCDS,20106.85,2014-12-29
DCDS,20387.81,2014-12-30
VCBFBCF,9529.99,2014-12-30
DCDS,20768.75,2014-12-31
VCBFBCF,9651.07,2014-12-31
DCDS,20682.14,2015-01-05
DCDS,20794.58,2015-01-06
DCDS,20915.75,2015-01-07
VCBFBCF,9604.69,2015-01-07
DCDS,20840.29,2015-01-08
DCDS,21203.16,2015-01-09
VCBFBCF,9619.83,2015-01-09
DCDS,21133.45,2015-01-12
DCDS,21250.01,2015-01-13
DCDS,21304.49,2015-01-14
VCBFBCF,9778.13,2015-01-14
DCDS,21432.43,2015-01-15
DCDS,21325.22,2015-01-16
VCBFBCF,9807.59,2015-01-16
DCDS,21221.81,2015-01-19
DCDS,21278.7,2015-01-20
DCDS,21269.77,2015-01-21
VCBFBCF,9766.33,2015-01-21
DCDS,21354.26,2015-01-22
DCDS,21501.34,2015-01-23
VCBFBCF,9761.61,2015-01-23
DCDS,21480.51,2015-01-26
DCDS,21418.87,2015-01-27
DCDS,21452.3,2015-01-28
VCBFBCF,9821.89,2015-01-28
DCDS,21515.28,2015-01-29
DCDS,21342.94,2015-01-30
VCBFBCF,9869.4,2015-01-30
DCDS,21342.54,2015-01-31
VCBFBCF,9769.04,2015-01-31
DCDS,21222.23,2015-02-02
DCDS,21008.52,2015-02-03
DCDS,21100.58,2015-02-04
VCBFBCF,9616.52,2015-02-04
DCDS,21170.86,2015-02-05
DCDS,21348.86,2015-02-06
VCBFBCF,9679.84,2015-02-06
DCDS,21220.69,2015-02-09
DCDS,21213.39,2015-02-10
DCDS,21484.33,2015-02-11
VCBFBCF,9727.66,2015-02-11
DCDS,21649.18,2015-02-12
DCDS,21718.55,2015-02-13
VCBFBCF,9829.75,2015-02-13
DCDS,21783.07,2015-02-24
DCDS,21619.89,2015-02-25
VCBFBCF,9847.98,2015-02-25
DCDS,21778.76,2015-02-26
DCDS,21707.13,2015-02-27
VCBFBCF,9850.39,2015-02-27
DCDS,21706.6,2015-02-28
VCBFBCF,9810.81,2015-02-28
DCDS,21592.43,2015-03-02
DCDS,21809.51,2015-03-03
DCDS,22025.11,2015-03-04
VCBFBCF,9926.32,2015-03-04
DCDS,21987.21,2015-03-05
DCDS,21999.82,2015-03-06
VCBFBCF,10011.21,2015-03-06
DCDS,21872.13,2015-03-09
DCDS,21879.33,2015-03-10
DCDS,21757.21,2015-03-11
VCBFBCF,9983.12,2015-03-11
DCDS,21772.5,2015-03-12
DCDS,21715.76,2015-03-13
VCBFBCF,9950.9,2015-03-13
DCDS,21539.79,2015-03-16
DCDS,21585.89,2015-03-17
DCDS,21443.97,2015-03-18
VCBFBCF,9911.59,2015-03-18
DCDS,21280.94,2015-03-19
DCDS,21410.31,2015-03-20
VCBFBCF,9861.76,2015-03-20
DCDS,21207.3,2015-03-23
DCDS,21086.98,2015-03-24
DCDS,20996.38,2015-03-25
VCBFBCF,9700.41,2015-03-25
DCDS,20951.41,2015-03-26
DCDS,20811.52,2015-03-27
VCBFBCF,9699.43,2015-03-27
DCDS,20615.03,2015-03-30
DCDS,20737.23,2015-03-31
VCBFBCF,9620.67,2015-03-31
DCDS,20433.4,2015-04-01
DCDS,20683.77,2015-04-02
DCDS,20758.41,2015-04-03
VCBFBCF,9674.75,2015-04-03
DCDS,20645.36,2015-04-06
DCDS,20847.29,2015-04-07
DCDS,20821.57,2015-04-08
VCBFBCF,9803.04,2015-04-08
DCDS,20968.73,2015-04-09
DCDS,21084.67,2015-04-10
VCBFBCF,9812.43,2015-04-10
DCDS,21066.52,2015-04-13
DCDS,20973.02,2015-04-14
DCDS,21202.0,2015-04-15
VCBFBCF,9815.16,2015-04-15
DCDS,21303.61,2015-04-16
DCDS,21357.4,2015-04-17
VCBFBCF,9970.03,2015-04-17
DCDS,21260.2,2015-04-20
DCDS,21153.42,2015-04-21
DCDS,21178.37,2015-04-22
VCBFBCF,10032.07,2015-04-22
DCDS,21052.68,2015-04-23
DCDS,21111.76,2015-04-24
VCBFBCF,10060.21,2015-04-24
DCDS,20989.62,2015-04-27
DCDS,20988.33,2015-04-30
VCBFBCF,9992.92,2015-04-30
DCDS,20423.42,2015-05-04
VCBFBCF,9990.5,2015-05-04
DCDS,20671.95,2015-05-05
DCDS,20520.14,2015-05-06
VCBFBCF,9800.26,2015-05-06
DCDS,20675.01,2015-05-07
DCDS,20757.41,2015-05-08
VCBFBCF,9825.38,2015-05-08
DCDS,20635.79,2015-05-11
DCDS,20442.33,2015-05-12
DCDS,20388.37,2015-05-13
VCBFBCF,9666.35,2015-05-13
DCDS,20545.1,2015-05-14
DCDS,20235.72,2015-05-15
VCBFBCF,9750.47,2015-05-15
DCDS,19846.43,2015-05-18
DCDS,20075.52,2015-05-19
DCDS,20649.65,2015-05-20
VCBFBCF,9606.01,2015-05-20
DCDS,20754.57,2015-05-21
DCDS,21328.78,2015-05-22
VCBFBCF,9833.95,2015-05-22
DCDS,21416.28,2015-05-25
DCDS,21341.12,2015-05-26
DCDS,21355.2,2015-05-27
VCBFBCF,9890.21,2015-05-27
DCDS,21522.0,2015-05-28
DCDS,21497.69,2015-05-29
VCBFBCF,9951.06,2015-05-29
DCDS,21496.63,2015-05-31
VCBFBCF,9957.97,2015-05-31
DCDS,21500.18,2015-06-01
DCDS,21381.87,2015-06-02
DCDS,21477.79,2015-06-03
VCBFBCF,9907.45,2015-06-03
DCDS,21575.38,2015-06-04
DCDS,21851.46,2015-06-05
VCBFBCF,9999.85,2015-06-05
DCDS,21909.52,2015-06-08
DCDS,21831.41,2015-06-09
DCDS,21884.61,2015-06-10
VCBFBCF,10071.64,2015-06-10
DCDS,22053.58,2015-06-11
DCDS,22230.36,2015-06-12
VCBFBCF,10148.35,2015-06-12
DCDS,22169.23,2015-06-15
DCDS,21967.45,2015-06-16
DCDS,21861.41,2015-06-17
VCBFBCF,10121.19,2015-06-17
DCDS,21904.25,2015-06-18
DCDS,22024.11,2015-06-19
VCBFBCF,10145.4,2015-06-19
DCDS,22266.75,2015-06-22
DCDS,22273.79,2015-06-23
DCDS,22121.24,2015-06-24
VCBFBCF,10326.69,2015-06-24
DCDS,22071.79,2015-06-25
DCDS,21987.94,2015-06-26
VCBFBCF,10218.47,2015-06-26
DCDS,22299.55,2015-06-29
DCDS,22260.85,2015-06-30
DCDS,22340.5,2015-07-01
VCBFBCF,10268.7,2015-07-01
DCDS,22728.6,2015-07-02
DCDS,22992.05,2015-07-03
VCBFBCF,10398.19,2015-07-03
DCDS,23205.11,2015-07-06
DCDS,23175.18,2015-07-07
DCDS,23016.3,2015-07-08
VCBFBCF,10554.2,2015-07-08
DCDS,23092.07,2015-07-09
DCDS,23245.29,2015-07-10
VCBFBCF,10484.01,2015-07-10
DCDS,23436.54,2015-07-13
DCDS,23391.08,2015-07-14
DCDS,23097.2,2015-07-15
VCBFBCF,10602.95,2015-07-15
DCDS,23097.42,2015-07-16
DCDS,23068.94,2015-07-17
VCBFBCF,10510.11,2015-07-17
DCDS,22912.22,2015-07-20
DCDS,22863.64,2015-07-21
DCDS,23321.11,2015-07-22
VCBFBCF,10479.12,2015-07-22
DCDS,23346.13,2015-07-23
DCDS,23511.9,2015-07-24
VCBFBCF,10721.81,2015-07-24
DCDS,23763.57,2015-07-27
DCDS,23718.4,2015-07-28
DCDS,23582.25,2015-07-29
VCBFBCF,10932.44,2015-07-29
DCDS,23561.73,2015-07-30
DCDS,23461.76,2015-07-31
VCBFBCF,10818.52,2015-07-31
DCDS,23136.53,2015-08-03
DCDS,23054.31,2015-08-04
DCDS,23398.28,2015-08-05
VCBFBCF,10543.66,2015-08-05
DCDS,23349.06,2015-08-06
DCDS,23479.39,2015-08-07
VCBFBCF,10670.81,2015-08-07
DCDS,23907.06,2015-08-10
DCDS,23793.2,2015-08-11
DCDS,23537.25,2015-08-12
VCBFBCF,10934.87,2015-08-12
DCDS,23279.7,2015-08-13
DCDS,23201.36,2015-08-14
VCBFBCF,10746.84,2015-08-14
DCDS,22748.63,2015-08-17
DCDS,22967.52,2015-08-18
DCDS,23011.85,2015-08-19
VCBFBCF,10678.16,2015-08-19
DCDS,22710.99,2015-08-20
DCDS,22386.27,2015-08-21
VCBFBCF,10555.79,2015-08-21
DCDS,21362.83,2015-08-24
DCDS,21428.93,2015-08-25
DCDS,22015.7,2015-08-26
VCBFBCF,9926.48,2015-08-26
DCDS,22191.72,2015-08-27
DCDS,22513.52,2015-08-28
VCBFBCF,10319.44,2015-08-28
DCDS,22256.1,2015-08-31
VCBFBCF,10360.36,2015-08-31
DCDS,22314.46,2015-09-01
DCDS,22009.98,2015-09-03
VCBFBCF,10307.71,2015-09-03
DCDS,22045.07,2015-09-04
VCBFBCF,10174.19,2015-09-04
DCDS,21946.76,2015-09-07
DCDS,22275.9,2015-09-08
DCDS,22496.14,2015-09-09
VCBFBCF,10261.92,2015-09-09
DCDS,22509.22,2015-09-10
DCDS,22393.85,2015-09-11
VCBFBCF,10394.2,2015-09-11
DCDS,22358.99,2015-09-14
DCDS,22398.64,2015-09-15
DCDS,22347.07,2015-09-16
VCBFBCF,10304.1,2015-09-16
DCDS,22335.5,2015-09-17
DCDS,22631.7,2015-09-18
VCBFBCF,10340.2,2015-09-18
DCDS,22894.18,2015-09-21
DCDS,22989.91,2015-09-22
DCDS,22939.09,2015-09-23
VCBFBCF,10544.84,2015-09-23
DCDS,22966.58,2015-09-24
DCDS,22982.85,2015-09-25
VCBFBCF,10589.87,2015-09-25
DCDS,22777.13,2015-09-28
DCDS,22651.93,2015-09-29
DCDS,22699.37,2015-09-30
VCBFBCF,10574.25,2015-09-30
DCDS,22761.7,2015-10-01
DCDS,22777.45,2015-10-02
VCBFBCF,10681.38,2015-10-02
DCDS,23034.08,2015-10-05
DCDS,23386.03,2015-10-06
DCDS,23236.28,2015-10-07
VCBFBCF,11069.56,2015-10-07
DCDS,23451.51,2015-10-08
DCDS,23382.42,2015-10-09
VCBFBCF,11074.4,2015-10-09
DCDS,23478.54,2015-10-12
DCDS,23454.15,2015-10-13
DCDS,23545.89,2015-10-14
VCBFBCF,11092.17,2015-10-14
DCDS,23599.55,2015-10-15
DCDS,23653.03,2015-10-16
VCBFBCF,11286.89,2015-10-16
DCDS,23808.09,2015-10-19
DCDS,23647.11,2015-10-20
DCDS,23593.69,2015-10-21
VCBFBCF,11387.11,2015-10-21
DCDS,23742.53,2015-10-22
DCDS,23959.98,2015-10-23
VCBFBCF,11498.18,2015-10-23
DCDS,23881.41,2015-10-26
DCDS,23909.82,2015-10-27
DCDS,23992.3,2015-10-28
VCBFBCF,11620.99,2015-10-28
DCDS,24235.34,2015-10-29
DCDS,24241.77,2015-10-30
VCBFBCF,11759.81,2015-10-30
DCDS,24241.34,2015-10-31
VCBFBCF,11736.72,2015-10-31
DCDS,23972.57,2015-11-02
DCDS,24388.17,2015-11-03
DCDS,24267.62,2015-11-04
VCBFBCF,11716.43,2015-11-04
DCDS,24505.71,2015-11-05
DCDS,24427.3,2015-11-06
VCBFBCF,11751.41,2015-11-06
DCDS,24220.49,2015-11-09
DCDS,24092.43,2015-11-10
DCDS,24055.43,2015-11-11
VCBFBCF,11708.1,2015-11-11
DCDS,24290.43,2015-11-12
DCDS,24638.54,2015-11-13
VCBFBCF,11908.99,2015-11-13
DCDS,24659.99,2015-11-16
DCDS,24379.12,2015-11-17
DCDS,24334.32,2015-11-18
VCBFBCF,11992.59,2015-11-18
DCDS,24199.41,2015-11-19
DCDS,24269.0,2015-11-20
VCBFBCF,11996.63,2015-11-20
DCDS,24081.17,2015-11-23
DCDS,23764.01,2015-11-24
DCDS,23903.8,2015-11-25
VCBFBCF,11764.35,2015-11-25
DCDS,23671.54,2015-11-26
DCDS,23444.08,2015-11-27
VCBFBCF,11745.38,2015-11-27
DCDS,23237.89,2015-11-30
VCBFBCF,11597.35,2015-11-30
DCDS,23238.11,2015-12-01
DCDS,23411.65,2015-12-02
VCBFBCF,11613.59,2015-12-02
DCDS,23426.33,2015-12-03
DCDS,23289.05,2015-12-04
VCBFBCF,11651.11,2015-12-04
DCDS,23106.61,2015-12-07
DCDS,23552.74,2015-12-08
DCDS,23294.05,2015-12-09
VCBFBCF,11777.27,2015-12-09
DCDS,23138.96,2015-12-10
DCDS,23247.77,2015-12-11
VCBFBCF,11569.56,2015-12-11
DCDS,23253.19,2015-12-14
DCDS,23530.48,2015-12-15
DCDS,23685.13,2015-12-16
VCBFBCF,11717.05,2015-12-16
DCDS,23829.67,2015-12-17
DCDS,23607.0,2015-12-18
VCBFBCF,11934.0,2015-12-18
DCDS,23491.16,2015-12-21
DCDS,23345.98,2015-12-22
DCDS,23256.53,2015-12-23
VCBFBCF,11709.59,2015-12-23
DCDS,23285.86,2015-12-24
DCDS,23261.91,2015-12-25
VCBFBCF,11703.8,2015-12-25
DCDS,23340.91,2015-12-28
DCDS,23520.53,2015-12-29
DCDS,23580.3,2015-12-30
VCBFBCF,11755.35,2015-12-30
DCDS,23598.97,2015-12-31
VCBFBCF,11906.67,2015-12-31
DCDS,23597.97,2016-01-03
DCDS,23481.89,2016-01-04
DCDS,23323.41,2016-01-05
DCDS,23460.86,2016-01-06
VCBFBCF,11719.25,2016-01-06
DCDS,23081.1,2016-01-07
DCDS,22909.52,2016-01-08
DCDS,22766.67,2016-01-11
DCDS,23118.65,2016-01-12
DCDS,23049.8,2016-01-13
VCBFBCF,11512.6,2016-01-13
DCDS,22845.35,2016-01-14
DCDS,22592.73,2016-01-15
DCDS,22131.79,2016-01-18
DCDS,22423.08,2016-01-19
DCDS,22274.93,2016-01-20
VCBFBCF,11180.96,2016-01-20
DCDS,22139.06,2016-01-21
DCDS,22094.14,2016-01-22
DCDS,22692.99,2016-01-25
DCDS,22336.62,2016-01-26
DCDS,22535.28,2016-01-27
VCBFBCF,11215.71,2016-01-27
DCDS,22482.83,2016-01-28
DCDS,22613.8,2016-01-29
DCDS,22613.4,2016-01-31
VCBFBCF,11401.52,2016-01-31
DCDS,22515.86,2016-02-01
DCDS,22408.97,2016-02-02
DCDS,22484.84,2016-02-03
VCBFBCF,11234.69,2016-02-03
DCDS,22629.2,2016-02-04
DCDS,22726.92,2016-02-05
DCDS,22725.15,2016-02-14
DCDS,22739.71,2016-02-15
VCBFBCF,11495.14,2016-02-15
DCDS,22996.25,2016-02-16
DCDS,23109.06,2016-02-17
VCBFBCF,11706.1,2016-02-17
DCDS,23322.61,2016-02-18
DCDS,23340.21,2016-02-19
DCDS,23339.48,2016-02-21
DCDS,23520.55,2016-02-22
DCDS,23434.44,2016-02-23
DCDS,23548.38,2016-02-24
VCBFBCF,12076.21,2016-02-24
DCDS,23385.92,2016-02-25
DCDS,23578.82,2016-02-26
DCDS,23578.11,2016-02-28
DCDS,23480.0,2016-02-29
VCBFBCF,12036.4,2016-02-29
DCDS,23589.01,2016-03-01
DCDS,23788.73,2016-03-02
VCBFBCF,12158.94,2016-03-02
DCDS,23854.82,2016-03-03
DCDS,24075.19,2016-03-04
DCDS,24074.44,2016-03-06
DCDS,24059.06,2016-03-07
DCDS,23929.8,2016-03-08
DCDS,23990.69,2016-03-09
VCBFBCF,12392.11,2016-03-09
DCDS,24194.95,2016-03-10
DCDS,24277.8,2016-03-11
DCDS,24276.96,2016-03-13
DCDS,24158.91,2016-03-14
DCDS,24109.95,2016-03-15
DCDS,24254.47,2016-03-16
VCBFBCF,12407.22,2016-03-16
DCDS,24348.92,2016-03-17
DCDS,24319.04,2016-03-18
DCDS,24318.18,2016-03-20
DCDS,24152.28,2016-03-21
DCDS,24063.2,2016-03-22
DCDS,24206.45,2016-03-23
VCBFBCF,12441.83,2016-03-23
DCDS,24162.88,2016-03-24
DCDS,24070.24,2016-03-25
DCDS,24069.36,2016-03-27
DCDS,24205.98,2016-03-28
DCDS,24088.83,2016-03-29
DCDS,24207.9,2016-03-30
VCBFBCF,12599.76,2016-03-30
DCDS,23849.99,2016-03-31
VCBFBCF,12368.53,2016-03-31
DCDS,23772.84,2016-04-01
DCDS,23772.23,2016-04-03
DCDS,23759.37,2016-04-04
DCDS,24027.65,2016-04-05
DCDS,24256.75,2016-04-06
VCBFBCF,12358.87,2016-04-06
DCDS,24484.42,2016-04-07
DCDS,24559.76,2016-04-08
DCDS,24559.06,2016-04-10
DCDS,24739.78,2016-04-11
DCDS,24750.11,2016-04-12
DCDS,24660.35,2016-04-13
VCBFBCF,12817.83,2016-04-13
DCDS,24688.65,2016-04-14
DCDS,24713.36,2016-04-15
DCDS,24712.46,2016-04-18
DCDS,24345.56,2016-04-19
DCDS,24220.32,2016-04-20
VCBFBCF,12465.95,2016-04-20
DCDS,24424.56,2016-04-21
DCDS,24775.52,2016-04-22
DCDS,24774.92,2016-04-24
DCDS,24734.87,2016-04-25
DCDS,24880.55,2016-04-26
DCDS,24696.28,2016-04-27
VCBFBCF,12670.46,2016-04-27
DCDS,24701.25,2016-04-28
DCDS,24843.68,2016-04-29
DCDS,24843.4,2016-04-30
VCBFBCF,12613.49,2016-04-30
DCDS,24843.68,2016-05-02
DCDS,24842.57,2016-05-03
DCDS,24978.19,2016-05-04
VCBFBCF,12610.99,2016-05-04
DCDS,25141.32,2016-05-05
DCDS,25157.0,2016-05-06
DCDS,25156.65,2016-05-08
DCDS,25104.12,2016-05-09
DCDS,25088.64,2016-05-10
DCDS,25353.15,2016-05-11
VCBFBCF,12594.66,2016-05-11
DCDS,25323.76,2016-05-12
DCDS,25291.93,2016-05-13
DCDS,25291.58,2016-05-15
DCDS,25450.17,2016-05-16
DCDS,25675.38,2016-05-17
DCDS,25571.79,2016-05-18
VCBFBCF,12862.89,2016-05-18
DCDS,25549.92,2016-05-19
DCDS,25521.12,2016-05-20
DCDS,25520.66,2016-05-22
DCDS,25439.83,2016-05-23
DCDS,25451.19,2016-05-24
DCDS,25446.68,2016-05-25
VCBFBCF,12831.13,2016-05-25
DCDS,25224.44,2016-05-26
DCDS,25455.0,2016-05-27
DCDS,25454.53,2016-05-29
DCDS,25573.18,2016-05-30
DCDS,25648.82,2016-05-31
VCBFBCF,13012.88,2016-05-31
DCDS,25698.57,2016-06-01
DCDS,25904.06,2016-06-02
DCDS,25934.04,2016-06-03
DCDS,25933.59,2016-06-05
DCDS,25738.79,2016-06-06
DCDS,25923.37,2016-06-07
DCDS,26037.34,2016-06-08
VCBFBCF,13190.45,2016-06-08
DCDS,26043.98,2016-06-09
DCDS,25990.67,2016-06-10
DCDS,25989.74,2016-06-12
DCDS,25888.1,2016-06-13
DCDS,26043.01,2016-06-14
DCDS,26082.75,2016-06-15
VCBFBCF,13313.49,2016-06-15
DCDS,26051.98,2016-06-16
DCDS,25909.91,2016-06-17
DCDS,25909.29,2016-06-19
DCDS,26347.25,2016-06-20
DCDS,26510.2,2016-06-21
DCDS,26453.76,2016-06-22
VCBFBCF,13663.74,2016-06-22
DCDS,26689.71,2016-06-23
DCDS,26447.97,2016-06-24
DCDS,26447.3,2016-06-26
DCDS,26437.16,2016-06-27
DCDS,26580.13,2016-06-28
DCDS,26816.22,2016-06-29
VCBFBCF,13829.81,2016-06-29
DCDS,26949.32,2016-06-30
VCBFBCF,14062.58,2016-06-30
DCDS,27172.83,2016-07-01
DCDS,27172.08,2016-07-03
DCDS,27522.42,2016-07-04
DCDS,27517.15,2016-07-05
DCDS,27593.0,2016-07-06
VCBFBCF,14264.55,2016-07-06
DCDS,28118.85,2016-07-07
DCDS,28174.86,2016-07-08
DCDS,28173.39,2016-07-10
DCDS,27784.82,2016-07-11
DCDS,27943.98,2016-07-12
DCDS,28292.1,2016-07-13
VCBFBCF,14392.4,2016-07-13
DCDS,28052.98,2016-07-14
DCDS,27974.19,2016-07-15
DCDS,27973.87,2016-07-17
DCDS,28230.38,2016-07-18
DCDS,28044.27,2016-07-19
DCDS,27902.06,2016-07-20
VCBFBCF,14346.82,2016-07-20
DCDS,27843.4,2016-07-21
DCDS,27542.87,2016-07-22
DCDS,27543.18,2016-07-24
DCDS,27476.39,2016-07-25
DCDS,27528.2,2016-07-26
DCDS,27747.38,2016-07-27
VCBFBCF,14186.03,2016-07-27
DCDS,27888.35,2016-07-28
DCDS,27907.7,2016-07-29
DCDS,27907.9,2016-07-31
VCBFBCF,14299.09,2016-07-31
DCDS,27676.55,2016-08-01
DCDS,27357.77,2016-08-02
DCDS,27308.29,2016-08-03
VCBFBCF,14000.81,2016-08-03
DCDS,27329.74,2016-08-04
DCDS,27341.51,2016-08-05
DCDS,27341.87,2016-08-07
DCDS,27413.48,2016-08-08
DCDS,27661.99,2016-08-09
DCDS,27922.85,2016-08-10
VCBFBCF,14127.34,2016-08-10
DCDS,28276.69,2016-08-11
DCDS,28142.82,2016-08-12
DCDS,28143.34,2016-08-14
DCDS,28272.94,2016-08-15
DCDS,28407.13,2016-08-16
DCDS,28696.09,2016-08-17
VCBFBCF,14611.48,2016-08-17
DCDS,28832.23,2016-08-18
DCDS,28819.25,2016-08-19
DCDS,28819.26,2016-08-21
DCDS,28561.15,2016-08-22
DCDS,28778.15,2016-08-23
DCDS,28774.14,2016-08-24
VCBFBCF,14673.76,2016-08-24
DCDS,28758.52,2016-08-25
DCDS,28992.67,2016-08-26
DCDS,28992.13,2016-08-28
DCDS,28920.9,2016-08-29
DCDS,29106.51,2016-08-30
VCBFBCF,14803.02,2016-08-30
DCDS,29333.94,2016-08-31
VCBFBCF,14978.98,2016-08-31
DCDS,29231.08,2016-09-01
DCDS,29228.79,2016-09-04
DCDS,29158.21,2016-09-05
DCDS,29100.06,2016-09-06
DCDS,29080.47,2016-09-07
VCBFBCF,14942.26,2016-09-07
DCDS,29247.01,2016-09-08
DCDS,29147.66,2016-09-09
DCDS,29146.63,2016-09-11
DCDS,28809.65,2016-09-12
DCDS,28938.38,2016-09-13
DCDS,28909.38,2016-09-14
VCBFBCF,14855.02,2016-09-14
DCDS,28866.26,2016-09-15
DCDS,28670.83,2016-09-16
DCDS,28669.42,2016-09-18
DCDS,28669.98,2016-09-19
DCDS,28739.32,2016-09-20
DCDS,28854.49,2016-09-21
VCBFBCF,14815.09,2016-09-21
DCDS,29012.27,2016-09-22
DCDS,29157.07,2016-09-23
DCDS,29156.44,2016-09-25
DCDS,29250.9,2016-09-26
DCDS,29298.3,2016-09-27
DCDS,29367.52,2016-09-28
VCBFBCF,15078.97,2016-09-28
DCDS,29392.22,2016-09-29
DCDS,29260.09,2016-09-30
VCBFBCF,15104.29,2016-09-30
DCDS,29259.38,2016-10-02
DCDS,29210.65,2016-10-03
DCDS,29106.99,2016-10-04
DCDS,29124.49,2016-10-05
VCBFBCF,14978.12,2016-10-05
DCDS,29173.79,2016-10-06
DCDS,29005.31,2016-10-09
DCDS,28704.89,2016-10-10
DCDS,28910.21,2016-10-11
DCDS,28920.01,2016-10-12
VCBFBCF,14902.35,2016-10-12
DCDS,29040.88,2016-10-13
DCDS,29067.04,2016-10-16
DCDS,28806.11,2016-10-17
DCDS,28902.17,2016-10-18
DCDS,29057.5,2016-10-19
VCBFBCF,14933.07,2016-10-19
DCDS,29079.0,2016-10-20
DCDS,29016.85,2016-10-23
DCDS,28651.48,2016-10-24
DCDS,28500.35,2016-10-25
DCDS,28479.39,2016-10-26
VCBFBCF,14632.89,2016-10-26
DCDS,28559.01,2016-10-27
DCDS,28674.39,2016-10-30
DCDS,28525.75,2016-10-31
VCBFBCF,14647.23,2016-10-31
DCDS,28596.68,2016-11-01
DCDS,28409.08,2016-11-02
VCBFBCF,14627.24,2016-11-02
DCDS,28378.52,2016-11-03
DCDS,28359.27,2016-11-06
DCDS,28527.62,2016-11-07
DCDS,28588.03,2016-11-08
DCDS,28420.25,2016-11-09
VCBFBCF,14542.98,2016-11-09
DCDS,28580.06,2016-11-10
DCDS,28617.25,2016-11-13
DCDS,28411.03,2016-11-14
DCDS,28352.07,2016-11-15
DCDS,28358.29,2016-11-16
VCBFBCF,14424.11,2016-11-16
DCDS,28366.39,2016-11-17
DCDS,28267.38,2016-11-20
DCDS,28309.52,2016-11-21
DCDS,28537.21,2016-11-22
DCDS,28424.38,2016-11-23
VCBFBCF,14385.06,2016-11-23
DCDS,28344.63,2016-11-24
DCDS,28307.69,2016-11-25
DCDS,28486.31,2016-11-27
DCDS,28142.25,2016-11-28
DCDS,28196.97,2016-11-29
DCDS,28497.08,2016-11-30
VCBFBCF,14198.69,2016-11-30
DCDS,28508.92,2016-12-01
DCDS,28474.02,2016-12-04
DCDS,28189.17,2016-12-05
DCDS,27884.58,2016-12-06
DCDS,27792.88,2016-12-07
VCBFBCF,14088.43,2016-12-07
DCDS,27971.8,2016-12-08
DCDS,28108.47,2016-12-11
DCDS,27870.12,2016-12-12
DCDS,27754.41,2016-12-13
DCDS,27922.35,2016-12-14
VCBFBCF,13784.3,2016-12-14
DCDS,27799.43,2016-12-15
DCDS,27971.05,2016-12-18
DCDS,27868.84,2016-12-19
DCDS,27710.94,2016-12-20
DCDS,27806.35,2016-12-21
VCBFBCF,13953.22,2016-12-21
DCDS,27653.06,2016-12-22
DCDS,27677.8,2016-12-25
DCDS,27759.5,2016-12-26
DCDS,27860.61,2016-12-27
DCDS,27959.18,2016-12-28
VCBFBCF,13878.84,2016-12-28
DCDS,27993.4,2016-12-29
DCDS,28148.66,2016-12-31
VCBFBCF,14092.35,2016-12-31
DCDS,28146.87,2017-01-01
DCDS,28146.87,2017-01-02
DCDS,28146.87,2017-01-03
DCDS,28365.35,2017-01-04
VCBFBCF,14175.95,2017-01-04
DCDS,28440.24,2017-01-05
DCDS,28441.33,2017-01-06
DCDS,28506.24,2017-01-09
DCDS,28674.42,2017-01-10
DCDS,28696.13,2017-01-11
VCBFBCF,14290.33,2017-01-11
DCDS,28879.76,2017-01-12
DCDS,28817.91,2017-01-13
DCDS,28731.85,2017-01-16
DCDS,28525.5,2017-01-17
DCDS,28604.33,2017-01-18
